price_date,province_name,city_name,commodity_name,unit,price,source
2026-04-27,DI Yogyakarta,DI Yogyakarta,Cabai Merah,kg,46000.0,PIHPS Grid Backfill
2026-04-28,DI Yogyakarta,DI Yogyakarta,Cabai Merah,kg,46650.0,PIHPS Grid Backfill
2026-04-29,DI Yogyakarta,DI Yogyakarta,Cabai Merah,kg,45400.0,PIHPS Grid Backfill
2026-04-30,DI Yogyakarta,DI Yogyakarta,Cabai Merah,kg,44750.0,PIHPS Grid Backfill
2026-05-01,DI Yogyakarta,DI Yogyakarta,Cabai Merah,kg,44750.0,PIHPS Grid Backfill
2026-04-27,DI Yogyakarta,DI Yogyakarta,Cabai Rawit,kg,54150.0,PIHPS Grid Backfill
2026-04-28,DI Yogyakarta,DI Yogyakarta,Cabai Rawit,kg,55000.0,PIHPS Grid Backfill
2026-04-29,DI Yogyakarta,DI Yogyakarta,Cabai Rawit,kg,55000.0,PIHPS Grid Backfill
2026-04-30,DI Yogyakarta,DI Yogyakarta,Cabai Rawit,kg,54150.0,PIHPS Grid Backfill
2026-05-01,DI Yogyakarta,DI Yogyakarta,Cabai Rawit,kg,54150.0,PIHPS Grid Backfill
2026-04-27,DI Yogyakarta,DI Yogyakarta,Daging Ayam,kg,34750.0,PIHPS Grid Backfill
2026-04-28,DI Yogyakarta,DI Yogyakarta,Daging Ayam,kg,34750.0,PIHPS Grid Backfill
2026-04-29,DI Yogyakarta,DI Yogyakarta,Daging Ayam,kg,35000.0,PIHPS Grid Backfill
2026-04-30,DI Yogyakarta,DI Yogyakarta,Daging Ayam,kg,35750.0,PIHPS Grid Backfill
2026-05-01,DI Yogyakarta,DI Yogyakarta,Daging Ayam,kg,35750.0,PIHPS Grid Backfill
2026-04-27,DI Yogyakarta,DI Yogyakarta,Daging Sapi,kg,150650.0,PIHPS Grid Backfill
2026-04-28,DI Yogyakarta,DI Yogyakarta,Daging Sapi,kg,150650.0,PIHPS Grid Backfill
2026-04-29,DI Yogyakarta,DI Yogyakarta,Daging Sapi,kg,150650.0,PIHPS Grid Backfill
2026-04-30,DI Yogyakarta,DI Yogyakarta,Daging Sapi,kg,150650.0,PIHPS Grid Backfill
2026-05-01,DI Yogyakarta,DI Yogyakarta,Daging Sapi,kg,150650.0,PIHPS Grid Backfill
2026-04-27,DI Yogyakarta,DI Yogyakarta,Gula Pasir,kg,18350.0,PIHPS Grid Backfill
2026-04-28,DI Yogyakarta,DI Yogyakarta,Gula Pasir,kg,18350.0,PIHPS Grid Backfill
2026-04-29,DI Yogyakarta,DI Yogyakarta,Gula Pasir,kg,18350.0,PIHPS Grid Backfill
2026-04-30,DI Yogyakarta,DI Yogyakarta,Gula Pasir,kg,18350.0,PIHPS Grid Backfill
2026-05-01,DI Yogyakarta,DI Yogyakarta,Gula Pasir,kg,18350.0,PIHPS Grid Backfill
2026-04-27,DI Yogyakarta,DI Yogyakarta,Minyak Goreng,kg,22100.0,PIHPS Grid Backfill
2026-04-28,DI Yogyakarta,DI Yogyakarta,Minyak Goreng,kg,22500.0,PIHPS Grid Backfill
2026-04-29,DI Yogyakarta,DI Yogyakarta,Minyak Goreng,kg,22500.0,PIHPS Grid Backfill
2026-04-30,DI Yogyakarta,DI Yogyakarta,Minyak Goreng,kg,22500.0,PIHPS Grid Backfill
2026-05-01,DI Yogyakarta,DI Yogyakarta,Minyak Goreng,kg,22500.0,PIHPS Grid Backfill
2026-04-27,DI Yogyakarta,DI Yogyakarta,Telur Ayam,kg,27900.0,PIHPS Grid Backfill
2026-04-28,DI Yogyakarta,DI Yogyakarta,Telur Ayam,kg,27000.0,PIHPS Grid Backfill
2026-04-29,DI Yogyakarta,DI Yogyakarta,Telur Ayam,kg,27000.0,PIHPS Grid Backfill
2026-04-30,DI Yogyakarta,DI Yogyakarta,Telur Ayam,kg,26750.0,PIHPS Grid Backfill
2026-05-01,DI Yogyakarta,DI Yogyakarta,Telur Ayam,kg,26750.0,PIHPS Grid Backfill
2026-04-27,DKI Jakarta,DKI Jakarta,Bawang Merah,kg,48250.0,PIHPS Grid Backfill
2026-04-28,DKI Jakarta,DKI Jakarta,Bawang Merah,kg,48250.0,PIHPS Grid Backfill
2026-04-29,DKI Jakarta,DKI Jakarta,Bawang Merah,kg,48250.0,PIHPS Grid Backfill
2026-04-30,DKI Jakarta,DKI Jakarta,Bawang Merah,kg,48250.0,PIHPS Grid Backfill
2026-04-27,DKI Jakarta,DKI Jakarta,Bawang Putih,kg,43350.0,PIHPS Grid Backfill
2026-04-28,DKI Jakarta,DKI Jakarta,Bawang Putih,kg,43350.0,PIHPS Grid Backfill
2026-04-29,DKI Jakarta,DKI Jakarta,Bawang Putih,kg,43350.0,PIHPS Grid Backfill
2026-04-30,DKI Jakarta,DKI Jakarta,Bawang Putih,kg,43350.0,PIHPS Grid Backfill
2026-04-27,DKI Jakarta,DKI Jakarta,Beras,kg,16800.0,PIHPS Grid Backfill
2026-04-28,DKI Jakarta,DKI Jakarta,Beras,kg,16800.0,PIHPS Grid Backfill
2026-04-29,DKI Jakarta,DKI Jakarta,Beras,kg,16800.0,PIHPS Grid Backfill
2026-04-30,DKI Jakarta,DKI Jakarta,Beras,kg,16800.0,PIHPS Grid Backfill
2026-04-27,DKI Jakarta,DKI Jakarta,Cabai Merah,kg,56200.0,PIHPS Grid Backfill
2026-04-28,DKI Jakarta,DKI Jakarta,Cabai Merah,kg,56200.0,PIHPS Grid Backfill
2026-04-29,DKI Jakarta,DKI Jakarta,Cabai Merah,kg,55400.0,PIHPS Grid Backfill
2026-04-30,DKI Jakarta,DKI Jakarta,Cabai Merah,kg,55400.0,PIHPS Grid Backfill
2026-04-27,DKI Jakarta,DKI Jakarta,Cabai Rawit,kg,58850.0,PIHPS Grid Backfill
2026-04-28,DKI Jakarta,DKI Jakarta,Cabai Rawit,kg,57150.0,PIHPS Grid Backfill
2026-04-29,DKI Jakarta,DKI Jakarta,Cabai Rawit,kg,56350.0,PIHPS Grid Backfill
2026-04-30,DKI Jakarta,DKI Jakarta,Cabai Rawit,kg,55400.0,PIHPS Grid Backfill
2026-04-27,DKI Jakarta,DKI Jakarta,Daging Ayam,kg,38700.0,PIHPS Grid Backfill
2026-04-28,DKI Jakarta,DKI Jakarta,Daging Ayam,kg,38700.0,PIHPS Grid Backfill
2026-04-29,DKI Jakarta,DKI Jakarta,Daging Ayam,kg,38700.0,PIHPS Grid Backfill
2026-04-30,DKI Jakarta,DKI Jakarta,Daging Ayam,kg,38700.0,PIHPS Grid Backfill
2026-04-27,DKI Jakarta,DKI Jakarta,Daging Sapi,kg,147500.0,PIHPS Grid Backfill
2026-04-28,DKI Jakarta,DKI Jakarta,Daging Sapi,kg,147500.0,PIHPS Grid Backfill
2026-04-29,DKI Jakarta,DKI Jakarta,Daging Sapi,kg,147500.0,PIHPS Grid Backfill
2026-04-30,DKI Jakarta,DKI Jakarta,Daging Sapi,kg,147500.0,PIHPS Grid Backfill
2026-04-27,DKI Jakarta,DKI Jakarta,Gula Pasir,kg,20150.0,PIHPS Grid Backfill
2026-04-28,DKI Jakarta,DKI Jakarta,Gula Pasir,kg,20150.0,PIHPS Grid Backfill
2026-04-29,DKI Jakarta,DKI Jakarta,Gula Pasir,kg,20150.0,PIHPS Grid Backfill
2026-04-30,DKI Jakarta,DKI Jakarta,Gula Pasir,kg,20150.0,PIHPS Grid Backfill
2026-04-27,DKI Jakarta,DKI Jakarta,Minyak Goreng,kg,23300.0,PIHPS Grid Backfill
2026-04-28,DKI Jakarta,DKI Jakarta,Minyak Goreng,kg,23250.0,PIHPS Grid Backfill
2026-04-29,DKI Jakarta,DKI Jakarta,Minyak Goreng,kg,23250.0,PIHPS Grid Backfill
2026-04-30,DKI Jakarta,DKI Jakarta,Minyak Goreng,kg,23250.0,PIHPS Grid Backfill
2026-04-27,DKI Jakarta,DKI Jakarta,Telur Ayam,kg,28600.0,PIHPS Grid Backfill
2026-04-28,DKI Jakarta,DKI Jakarta,Telur Ayam,kg,28450.0,PIHPS Grid Backfill
2026-04-29,DKI Jakarta,DKI Jakarta,Telur Ayam,kg,28250.0,PIHPS Grid Backfill
2026-04-30,DKI Jakarta,DKI Jakarta,Telur Ayam,kg,28250.0,PIHPS Grid Backfill
2026-04-27,Gorontalo,Gorontalo,Bawang Merah,kg,45650.0,PIHPS Grid Backfill
2026-04-28,Gorontalo,Gorontalo,Bawang Merah,kg,45650.0,PIHPS Grid Backfill
2026-04-29,Gorontalo,Gorontalo,Bawang Merah,kg,46900.0,PIHPS Grid Backfill
2026-04-30,Gorontalo,Gorontalo,Bawang Merah,kg,46900.0,PIHPS Grid Backfill
2026-04-27,Gorontalo,Gorontalo,Bawang Putih,kg,42900.0,PIHPS Grid Backfill
2026-04-28,Gorontalo,Gorontalo,Bawang Putih,kg,43150.0,PIHPS Grid Backfill
2026-04-29,Gorontalo,Gorontalo,Bawang Putih,kg,42900.0,PIHPS Grid Backfill
2026-04-30,Gorontalo,Gorontalo,Bawang Putih,kg,41650.0,PIHPS Grid Backfill
2026-04-27,Gorontalo,Gorontalo,Beras,kg,15050.0,PIHPS Grid Backfill
2026-04-28,Gorontalo,Gorontalo,Beras,kg,15050.0,PIHPS Grid Backfill
2026-04-29,Gorontalo,Gorontalo,Beras,kg,15050.0,PIHPS Grid Backfill
2026-04-30,Gorontalo,Gorontalo,Beras,kg,15050.0,PIHPS Grid Backfill
2026-04-27,Gorontalo,Gorontalo,Cabai Merah,kg,40000.0,PIHPS Grid Backfill
2026-04-28,Gorontalo,Gorontalo,Cabai Merah,kg,45650.0,PIHPS Grid Backfill
2026-04-29,Gorontalo,Gorontalo,Cabai Merah,kg,45000.0,PIHPS Grid Backfill
2026-04-30,Gorontalo,Gorontalo,Cabai Merah,kg,49400.0,PIHPS Grid Backfill
2026-04-27,Gorontalo,Gorontalo,Cabai Rawit,kg,48750.0,PIHPS Grid Backfill
2026-04-28,Gorontalo,Gorontalo,Cabai Rawit,kg,48750.0,PIHPS Grid Backfill
2026-04-29,Gorontalo,Gorontalo,Cabai Rawit,kg,48150.0,PIHPS Grid Backfill
2026-04-30,Gorontalo,Gorontalo,Cabai Rawit,kg,48150.0,PIHPS Grid Backfill
2026-04-27,Gorontalo,Gorontalo,Daging Ayam,kg,36200.0,PIHPS Grid Backfill
2026-04-28,Gorontalo,Gorontalo,Daging Ayam,kg,36200.0,PIHPS Grid Backfill
2026-04-29,Gorontalo,Gorontalo,Daging Ayam,kg,36200.0,PIHPS Grid Backfill
2026-04-30,Gorontalo,Gorontalo,Daging Ayam,kg,35800.0,PIHPS Grid Backfill
2026-04-27,Gorontalo,Gorontalo,Daging Sapi,kg,145000.0,PIHPS Grid Backfill
2026-04-28,Gorontalo,Gorontalo,Daging Sapi,kg,145000.0,PIHPS Grid Backfill
2026-04-29,Gorontalo,Gorontalo,Daging Sapi,kg,145000.0,PIHPS Grid Backfill
2026-04-30,Gorontalo,Gorontalo,Daging Sapi,kg,145000.0,PIHPS Grid Backfill
2026-04-27,Gorontalo,Gorontalo,Gula Pasir,kg,21100.0,PIHPS Grid Backfill
2026-04-28,Gorontalo,Gorontalo,Gula Pasir,kg,20950.0,PIHPS Grid Backfill
2026-04-29,Gorontalo,Gorontalo,Gula Pasir,kg,20950.0,PIHPS Grid Backfill
2026-04-30,Gorontalo,Gorontalo,Gula Pasir,kg,20950.0,PIHPS Grid Backfill
2026-04-27,Gorontalo,Gorontalo,Minyak Goreng,kg,26800.0,PIHPS Grid Backfill
2026-04-28,Gorontalo,Gorontalo,Minyak Goreng,kg,26800.0,PIHPS Grid Backfill
2026-04-29,Gorontalo,Gorontalo,Minyak Goreng,kg,26800.0,PIHPS Grid Backfill
2026-04-30,Gorontalo,Gorontalo,Minyak Goreng,kg,26800.0,PIHPS Grid Backfill
2026-04-27,Gorontalo,Gorontalo,Telur Ayam,kg,38550.0,PIHPS Grid Backfill
2026-04-28,Gorontalo,Gorontalo,Telur Ayam,kg,38550.0,PIHPS Grid Backfill
2026-04-29,Gorontalo,Gorontalo,Telur Ayam,kg,38550.0,PIHPS Grid Backfill
2026-04-30,Gorontalo,Gorontalo,Telur Ayam,kg,38550.0,PIHPS Grid Backfill
2026-04-27,Jambi,Jambi,Bawang Merah,kg,38400.0,PIHPS Grid Backfill
2026-04-28,Jambi,Jambi,Bawang Merah,kg,38400.0,PIHPS Grid Backfill
2026-04-29,Jambi,Jambi,Bawang Merah,kg,37650.0,PIHPS Grid Backfill
2026-04-30,Jambi,Jambi,Bawang Merah,kg,36750.0,PIHPS Grid Backfill
2026-04-27,Jambi,Jambi,Bawang Putih,kg,33650.0,PIHPS Grid Backfill
2026-04-28,Jambi,Jambi,Bawang Putih,kg,33650.0,PIHPS Grid Backfill
2026-04-29,Jambi,Jambi,Bawang Putih,kg,33650.0,PIHPS Grid Backfill
2026-04-30,Jambi,Jambi,Bawang Putih,kg,33650.0,PIHPS Grid Backfill
2026-04-27,Jambi,Jambi,Beras,kg,15550.0,PIHPS Grid Backfill
2026-04-28,Jambi,Jambi,Beras,kg,15550.0,PIHPS Grid Backfill
2026-04-29,Jambi,Jambi,Beras,kg,15550.0,PIHPS Grid Backfill
2026-04-30,Jambi,Jambi,Beras,kg,15550.0,PIHPS Grid Backfill
2026-04-27,Jambi,Jambi,Cabai Merah,kg,39600.0,PIHPS Grid Backfill
2026-04-28,Jambi,Jambi,Cabai Merah,kg,38100.0,PIHPS Grid Backfill
2026-04-29,Jambi,Jambi,Cabai Merah,kg,41000.0,PIHPS Grid Backfill
2026-04-30,Jambi,Jambi,Cabai Merah,kg,40350.0,PIHPS Grid Backfill
2026-04-27,Jambi,Jambi,Cabai Rawit,kg,48850.0,PIHPS Grid Backfill
2026-04-28,Jambi,Jambi,Cabai Rawit,kg,48400.0,PIHPS Grid Backfill
2026-04-29,Jambi,Jambi,Cabai Rawit,kg,51650.0,PIHPS Grid Backfill
2026-04-30,Jambi,Jambi,Cabai Rawit,kg,52050.0,PIHPS Grid Backfill
2026-04-27,Jambi,Jambi,Daging Ayam,kg,30950.0,PIHPS Grid Backfill
2026-04-28,Jambi,Jambi,Daging Ayam,kg,30850.0,PIHPS Grid Backfill
2026-04-29,Jambi,Jambi,Daging Ayam,kg,30850.0,PIHPS Grid Backfill
2026-04-30,Jambi,Jambi,Daging Ayam,kg,32100.0,PIHPS Grid Backfill
2026-04-27,Jambi,Jambi,Daging Sapi,kg,150000.0,PIHPS Grid Backfill
2026-04-28,Jambi,Jambi,Daging Sapi,kg,150000.0,PIHPS Grid Backfill
2026-04-29,Jambi,Jambi,Daging Sapi,kg,150000.0,PIHPS Grid Backfill
2026-04-30,Jambi,Jambi,Daging Sapi,kg,150000.0,PIHPS Grid Backfill
2026-04-27,Jambi,Jambi,Gula Pasir,kg,19750.0,PIHPS Grid Backfill
2026-04-28,Jambi,Jambi,Gula Pasir,kg,19750.0,PIHPS Grid Backfill
2026-04-29,Jambi,Jambi,Gula Pasir,kg,19750.0,PIHPS Grid Backfill
2026-04-30,Jambi,Jambi,Gula Pasir,kg,19700.0,PIHPS Grid Backfill
2026-04-27,Jambi,Jambi,Minyak Goreng,kg,23100.0,PIHPS Grid Backfill
2026-04-28,Jambi,Jambi,Minyak Goreng,kg,23100.0,PIHPS Grid Backfill
2026-04-29,Jambi,Jambi,Minyak Goreng,kg,23100.0,PIHPS Grid Backfill
2026-04-30,Jambi,Jambi,Minyak Goreng,kg,22900.0,PIHPS Grid Backfill
2026-04-27,Jambi,Jambi,Telur Ayam,kg,26850.0,PIHPS Grid Backfill
2026-04-28,Jambi,Jambi,Telur Ayam,kg,26850.0,PIHPS Grid Backfill
2026-04-29,Jambi,Jambi,Telur Ayam,kg,26850.0,PIHPS Grid Backfill
2026-04-30,Jambi,Jambi,Telur Ayam,kg,26850.0,PIHPS Grid Backfill
2026-04-27,Jawa Barat,Jawa Barat,Bawang Merah,kg,44950.0,PIHPS Grid Backfill
2026-04-28,Jawa Barat,Jawa Barat,Bawang Merah,kg,45100.0,PIHPS Grid Backfill
2026-04-29,Jawa Barat,Jawa Barat,Bawang Merah,kg,46050.0,PIHPS Grid Backfill
2026-04-30,Jawa Barat,Jawa Barat,Bawang Merah,kg,45900.0,PIHPS Grid Backfill
2026-04-27,Jawa Barat,Jawa Barat,Bawang Putih,kg,37300.0,PIHPS Grid Backfill
2026-04-28,Jawa Barat,Jawa Barat,Bawang Putih,kg,38300.0,PIHPS Grid Backfill
2026-04-29,Jawa Barat,Jawa Barat,Bawang Putih,kg,38300.0,PIHPS Grid Backfill
2026-04-30,Jawa Barat,Jawa Barat,Bawang Putih,kg,38200.0,PIHPS Grid Backfill
2026-04-27,Jawa Barat,Jawa Barat,Beras,kg,15100.0,PIHPS Grid Backfill
2026-04-28,Jawa Barat,Jawa Barat,Beras,kg,15150.0,PIHPS Grid Backfill
2026-04-29,Jawa Barat,Jawa Barat,Beras,kg,15150.0,PIHPS Grid Backfill
2026-04-30,Jawa Barat,Jawa Barat,Beras,kg,15150.0,PIHPS Grid Backfill
2026-04-27,Jawa Barat,Jawa Barat,Cabai Merah,kg,52350.0,PIHPS Grid Backfill
2026-04-28,Jawa Barat,Jawa Barat,Cabai Merah,kg,51750.0,PIHPS Grid Backfill
2026-04-29,Jawa Barat,Jawa Barat,Cabai Merah,kg,50850.0,PIHPS Grid Backfill
2026-04-30,Jawa Barat,Jawa Barat,Cabai Merah,kg,51000.0,PIHPS Grid Backfill
2026-04-27,Jawa Barat,Jawa Barat,Cabai Rawit,kg,58800.0,PIHPS Grid Backfill
2026-04-28,Jawa Barat,Jawa Barat,Cabai Rawit,kg,58300.0,PIHPS Grid Backfill
2026-04-29,Jawa Barat,Jawa Barat,Cabai Rawit,kg,58450.0,PIHPS Grid Backfill
2026-04-30,Jawa Barat,Jawa Barat,Cabai Rawit,kg,58550.0,PIHPS Grid Backfill
2026-04-27,Jawa Barat,Jawa Barat,Daging Ayam,kg,37350.0,PIHPS Grid Backfill
2026-04-28,Jawa Barat,Jawa Barat,Daging Ayam,kg,36200.0,PIHPS Grid Backfill
2026-04-29,Jawa Barat,Jawa Barat,Daging Ayam,kg,36400.0,PIHPS Grid Backfill
2026-04-30,Jawa Barat,Jawa Barat,Daging Ayam,kg,36400.0,PIHPS Grid Backfill
2026-04-27,Jawa Barat,Jawa Barat,Daging Sapi,kg,146950.0,PIHPS Grid Backfill
2026-04-28,Jawa Barat,Jawa Barat,Daging Sapi,kg,150400.0,PIHPS Grid Backfill
2026-04-29,Jawa Barat,Jawa Barat,Daging Sapi,kg,150400.0,PIHPS Grid Backfill
2026-04-30,Jawa Barat,Jawa Barat,Daging Sapi,kg,151000.0,PIHPS Grid Backfill
2026-04-27,Jawa Barat,Jawa Barat,Gula Pasir,kg,19050.0,PIHPS Grid Backfill
2026-04-28,Jawa Barat,Jawa Barat,Gula Pasir,kg,19100.0,PIHPS Grid Backfill
2026-04-29,Jawa Barat,Jawa Barat,Gula Pasir,kg,19100.0,PIHPS Grid Backfill
2026-04-30,Jawa Barat,Jawa Barat,Gula Pasir,kg,19100.0,PIHPS Grid Backfill
2026-04-27,Jawa Barat,Jawa Barat,Minyak Goreng,kg,23050.0,PIHPS Grid Backfill
2026-04-28,Jawa Barat,Jawa Barat,Minyak Goreng,kg,22900.0,PIHPS Grid Backfill
2026-04-29,Jawa Barat,Jawa Barat,Minyak Goreng,kg,22900.0,PIHPS Grid Backfill
2026-04-30,Jawa Barat,Jawa Barat,Minyak Goreng,kg,22900.0,PIHPS Grid Backfill
2026-04-27,Jawa Barat,Jawa Barat,Telur Ayam,kg,28100.0,PIHPS Grid Backfill
2026-04-28,Jawa Barat,Jawa Barat,Telur Ayam,kg,28100.0,PIHPS Grid Backfill
2026-04-29,Jawa Barat,Jawa Barat,Telur Ayam,kg,28050.0,PIHPS Grid Backfill
2026-04-30,Jawa Barat,Jawa Barat,Telur Ayam,kg,28050.0,PIHPS Grid Backfill
2026-04-27,Jawa Tengah,Jawa Tengah,Bawang Merah,kg,40800.0,PIHPS Grid Backfill
2026-04-28,Jawa Tengah,Jawa Tengah,Bawang Merah,kg,41850.0,PIHPS Grid Backfill
2026-04-29,Jawa Tengah,Jawa Tengah,Bawang Merah,kg,42250.0,PIHPS Grid Backfill
2026-04-30,Jawa Tengah,Jawa Tengah,Bawang Merah,kg,42350.0,PIHPS Grid Backfill
2026-05-01,Jawa Tengah,Jawa Tengah,Bawang Merah,kg,41600.0,PIHPS Grid Backfill
2026-04-27,Jawa Tengah,Jawa Tengah,Bawang Putih,kg,33950.0,PIHPS Grid Backfill
2026-04-28,Jawa Tengah,Jawa Tengah,Bawang Putih,kg,33650.0,PIHPS Grid Backfill
2026-04-29,Jawa Tengah,Jawa Tengah,Bawang Putih,kg,33600.0,PIHPS Grid Backfill
2026-04-30,Jawa Tengah,Jawa Tengah,Bawang Putih,kg,33600.0,PIHPS Grid Backfill
2026-05-01,Jawa Tengah,Jawa Tengah,Bawang Putih,kg,32900.0,PIHPS Grid Backfill
2026-04-27,Jawa Tengah,Jawa Tengah,Beras,kg,15350.0,PIHPS Grid Backfill
2026-04-28,Jawa Tengah,Jawa Tengah,Beras,kg,15350.0,PIHPS Grid Backfill
2026-04-29,Jawa Tengah,Jawa Tengah,Beras,kg,15350.0,PIHPS Grid Backfill
2026-04-30,Jawa Tengah,Jawa Tengah,Beras,kg,15350.0,PIHPS Grid Backfill
2026-05-01,Jawa Tengah,Jawa Tengah,Beras,kg,14950.0,PIHPS Grid Backfill
2026-04-27,Jawa Tengah,Jawa Tengah,Cabai Merah,kg,41050.0,PIHPS Grid Backfill
2026-04-28,Jawa Tengah,Jawa Tengah,Cabai Merah,kg,41700.0,PIHPS Grid Backfill
2026-04-29,Jawa Tengah,Jawa Tengah,Cabai Merah,kg,41700.0,PIHPS Grid Backfill
2026-04-30,Jawa Tengah,Jawa Tengah,Cabai Merah,kg,41600.0,PIHPS Grid Backfill
2026-05-01,Jawa Tengah,Jawa Tengah,Cabai Merah,kg,42200.0,PIHPS Grid Backfill
2026-04-27,Jawa Tengah,Jawa Tengah,Cabai Rawit,kg,43100.0,PIHPS Grid Backfill
2026-04-28,Jawa Tengah,Jawa Tengah,Cabai Rawit,kg,42750.0,PIHPS Grid Backfill
2026-04-29,Jawa Tengah,Jawa Tengah,Cabai Rawit,kg,43550.0,PIHPS Grid Backfill
2026-04-30,Jawa Tengah,Jawa Tengah,Cabai Rawit,kg,43750.0,PIHPS Grid Backfill
2026-05-01,Jawa Tengah,Jawa Tengah,Cabai Rawit,kg,43650.0,PIHPS Grid Backfill
2026-04-27,Jawa Tengah,Jawa Tengah,Daging Ayam,kg,35200.0,PIHPS Grid Backfill
2026-04-28,Jawa Tengah,Jawa Tengah,Daging Ayam,kg,35400.0,PIHPS Grid Backfill
2026-04-29,Jawa Tengah,Jawa Tengah,Daging Ayam,kg,35650.0,PIHPS Grid Backfill
2026-04-30,Jawa Tengah,Jawa Tengah,Daging Ayam,kg,36200.0,PIHPS Grid Backfill
2026-05-01,Jawa Tengah,Jawa Tengah,Daging Ayam,kg,35800.0,PIHPS Grid Backfill
2026-04-27,Jawa Tengah,Jawa Tengah,Daging Sapi,kg,138150.0,PIHPS Grid Backfill
2026-04-28,Jawa Tengah,Jawa Tengah,Daging Sapi,kg,138150.0,PIHPS Grid Backfill
2026-04-29,Jawa Tengah,Jawa Tengah,Daging Sapi,kg,138150.0,PIHPS Grid Backfill
2026-04-30,Jawa Tengah,Jawa Tengah,Daging Sapi,kg,138150.0,PIHPS Grid Backfill
2026-05-01,Jawa Tengah,Jawa Tengah,Daging Sapi,kg,132250.0,PIHPS Grid Backfill
2026-04-27,Jawa Tengah,Jawa Tengah,Gula Pasir,kg,18800.0,PIHPS Grid Backfill
2026-04-28,Jawa Tengah,Jawa Tengah,Gula Pasir,kg,18800.0,PIHPS Grid Backfill
2026-04-29,Jawa Tengah,Jawa Tengah,Gula Pasir,kg,18800.0,PIHPS Grid Backfill
2026-04-30,Jawa Tengah,Jawa Tengah,Gula Pasir,kg,18750.0,PIHPS Grid Backfill
2026-05-01,Jawa Tengah,Jawa Tengah,Gula Pasir,kg,18600.0,PIHPS Grid Backfill
2026-04-27,Jawa Tengah,Jawa Tengah,Minyak Goreng,kg,22250.0,PIHPS Grid Backfill
2026-04-28,Jawa Tengah,Jawa Tengah,Minyak Goreng,kg,22250.0,PIHPS Grid Backfill
2026-04-29,Jawa Tengah,Jawa Tengah,Minyak Goreng,kg,22200.0,PIHPS Grid Backfill
2026-04-30,Jawa Tengah,Jawa Tengah,Minyak Goreng,kg,22200.0,PIHPS Grid Backfill
2026-05-01,Jawa Tengah,Jawa Tengah,Minyak Goreng,kg,21750.0,PIHPS Grid Backfill
2026-04-27,Jawa Tengah,Jawa Tengah,Telur Ayam,kg,26650.0,PIHPS Grid Backfill
2026-04-28,Jawa Tengah,Jawa Tengah,Telur Ayam,kg,26600.0,PIHPS Grid Backfill
2026-04-29,Jawa Tengah,Jawa Tengah,Telur Ayam,kg,26650.0,PIHPS Grid Backfill
2026-04-30,Jawa Tengah,Jawa Tengah,Telur Ayam,kg,26600.0,PIHPS Grid Backfill
2026-05-01,Jawa Tengah,Jawa Tengah,Telur Ayam,kg,26750.0,PIHPS Grid Backfill
2026-04-27,Jawa Timur,Jawa Timur,Bawang Merah,kg,40100.0,PIHPS Grid Backfill
2026-04-28,Jawa Timur,Jawa Timur,Bawang Merah,kg,40400.0,PIHPS Grid Backfill
2026-04-29,Jawa Timur,Jawa Timur,Bawang Merah,kg,40650.0,PIHPS Grid Backfill
2026-04-30,Jawa Timur,Jawa Timur,Bawang Merah,kg,41700.0,PIHPS Grid Backfill
2026-05-01,Jawa Timur,Jawa Timur,Bawang Merah,kg,40400.0,PIHPS Grid Backfill
2026-04-27,Jawa Timur,Jawa Timur,Bawang Putih,kg,29750.0,PIHPS Grid Backfill
2026-04-28,Jawa Timur,Jawa Timur,Bawang Putih,kg,29750.0,PIHPS Grid Backfill
2026-04-29,Jawa Timur,Jawa Timur,Bawang Putih,kg,29700.0,PIHPS Grid Backfill
2026-04-30,Jawa Timur,Jawa Timur,Bawang Putih,kg,29600.0,PIHPS Grid Backfill
2026-05-01,Jawa Timur,Jawa Timur,Bawang Putih,kg,29350.0,PIHPS Grid Backfill
2026-04-27,Jawa Timur,Jawa Timur,Beras,kg,14700.0,PIHPS Grid Backfill
2026-04-28,Jawa Timur,Jawa Timur,Beras,kg,14700.0,PIHPS Grid Backfill
2026-04-29,Jawa Timur,Jawa Timur,Beras,kg,14700.0,PIHPS Grid Backfill
2026-04-30,Jawa Timur,Jawa Timur,Beras,kg,14700.0,PIHPS Grid Backfill
2026-05-01,Jawa Timur,Jawa Timur,Beras,kg,14800.0,PIHPS Grid Backfill
2026-04-27,Jawa Timur,Jawa Timur,Cabai Merah,kg,41650.0,PIHPS Grid Backfill
2026-04-28,Jawa Timur,Jawa Timur,Cabai Merah,kg,41950.0,PIHPS Grid Backfill
2026-04-29,Jawa Timur,Jawa Timur,Cabai Merah,kg,41950.0,PIHPS Grid Backfill
2026-04-30,Jawa Timur,Jawa Timur,Cabai Merah,kg,41750.0,PIHPS Grid Backfill
2026-05-01,Jawa Timur,Jawa Timur,Cabai Merah,kg,41750.0,PIHPS Grid Backfill
2026-04-27,Jawa Timur,Jawa Timur,Cabai Rawit,kg,39750.0,PIHPS Grid Backfill
2026-04-28,Jawa Timur,Jawa Timur,Cabai Rawit,kg,39300.0,PIHPS Grid Backfill
2026-04-29,Jawa Timur,Jawa Timur,Cabai Rawit,kg,39650.0,PIHPS Grid Backfill
2026-04-30,Jawa Timur,Jawa Timur,Cabai Rawit,kg,40350.0,PIHPS Grid Backfill
